,pa,ID,set,lon,lat
744,1,744,0,-89.9773,46.7058
745,1,745,0,-79.7628,41.9639
746,1,746,0,-79.7702,40.1753
747,1,747,0,-79.3312,38.6789
748,1,748,1,-76.5049,40.8777
749,1,749,0,-80.1218,40.065
750,1,750,0,-79.2931,40.2208
751,1,751,0,-77.5806,41.7295
752,1,752,0,-80.1053,41.0356
753,1,753,0,-79.1667,40.2
754,1,754,0,-78.029,41.4273
755,1,755,0,-78.5158,40.6799
756,1,756,0,-79.3333,40.3514
757,1,757,0,-80.1344,41.648
758,1,758,0,-80.1972,39.7225
759,1,759,0,-80.5089,40.3108
760,1,760,0,-76.5253,40.9124
761,1,761,0,-70.3037,44.5742
762,1,762,0,-90.6889,38.6165
763,1,763,0,-76.2864,42.7865
764,1,764,1,-70.2544,43.6604
765,1,765,0,-73.2002,43.668
766,1,766,0,-85.5951,34.4226
767,1,767,0,-88.7537,43.6469
768,1,768,0,-75.599,43.3106
769,1,769,0,-70.7708,43.0133
770,1,770,0,-94.1806,30.7813
771,1,771,0,-86.8527,34.4537
772,1,772,0,-84.9653,30.5822
773,1,773,0,-87.789,35.2411
774,1,774,0,-72.3458,43.5632
775,1,775,0,-79.8448,40.319
776,1,776,0,-89.713,39.5873
777,1,777,0,-77.9957,40.5053
778,1,778,0,-88.795,45.557
779,1,779,0,-88.5039,45.1391
780,1,780,0,-88.7757,45.4704
781,1,781,0,-89.1106,46.1023
782,1,782,0,-88.9399,46.0454
783,1,783,0,-88.7543,45.9164
784,1,784,0,-88.7122,45.5106
785,1,785,0,-88.3347,45.6564
786,1,786,0,-88.0547,44.6454
787,1,787,0,-87.8314,44.4039
788,1,788,0,-87.9392,44.277
789,1,789,0,-87.8474,44.6093
790,1,790,0,-87.7939,44.6398
791,1,791,0,-88.4632,44.7378
792,1,792,0,-88.7692,44.8075
793,1,793,0,-88.1903,44.931
794,1,794,0,-87.844,44.0915
795,1,795,0,-89.1387,44.7564
796,1,796,0,-88.5696,44.3541
797,1,797,0,-87.2894,44.8167
798,1,798,0,-88.9254,45.4776
799,1,799,0,-86.838,45.3999
800,1,800,0,-88.3749,45.47
801,1,801,0,-88.9952,45.9251
802,1,802,0,-88.0296,44.803
803,1,803,0,-88.5619,45.8767
804,1,804,0,-89.1622,45.3385
805,1,805,0,-87.0488,45.1542
806,1,806,0,-87.9428,44.4717
807,1,807,0,-87.7289,43.6507
808,1,808,0,-88.2305,43.2299
809,1,809,0,-88.4635,45.971
810,1,810,1,-87.9171,44.5243
811,1,811,0,-87.0817,45.0767
812,1,812,1,-87.1351,45.0716
813,1,813,0,-88.2503,44.8208
814,1,814,0,-88.4856,45.2705
815,1,815,0,-90.1664,42.7592
816,1,816,0,-88.376,45.5846
817,1,817,0,-87.7635,44.2818
818,1,818,0,-89.5925,45.4917
819,1,819,0,-90.0862,45.8273
820,1,820,0,-72.2546,42.3923
821,1,821,0,-89.5361,46.2562
822,1,822,0,-90.0923,45.7974
823,1,823,0,-116.5914,33.2897
824,1,824,0,-116.5956,33.2883
825,1,825,1,-82.5709,36.5113
826,1,826,0,-90.3653,47.7689
827,1,827,0,-78.865,38.4292
828,1,828,0,-81.1327,41.1497
829,1,829,0,-73.2906,43.9687
830,1,830,0,-72.7998,44.5388
831,1,831,0,-83.5571,40.8465
832,1,832,0,-83.4413,41.5897
833,1,833,0,-73.3355,44.7058
834,1,834,0,-71.6424,43.1238
835,1,835,0,-71.7,43.4111
836,1,836,1,-73.8995,40.9038
837,1,837,1,-73.9389,40.6216
838,1,838,0,-88.118,37.029
839,1,839,0,-73.7727,43.5225
840,1,840,0,-67.4833,45.2667
841,1,841,0,-73.3721,41.3958
842,1,842,0,-81.7924,36.1212
843,1,843,0,-84.1767,41.8572
844,1,844,0,-84.3681,42.7637
845,1,845,0,-87.1012,38.4296
846,1,846,0,-89.5756,46.0885
847,1,847,0,-87.951,38.0631
848,1,848,0,-86.42,38.7334
849,1,849,1,-72.9247,41.3114
850,1,850,0,-88.6456,38.911
851,1,851,0,-87.5295,38.7067
852,1,852,0,-88.525,38.6382
853,1,853,0,-88.689,39.4814
854,1,854,0,-88.2523,38.9467
855,1,855,0,-90.3059,38.3025
856,1,856,0,-90.2602,38.3629
857,1,857,0,-87.746,40.2162
858,1,858,0,-88.0829,38.6895
859,1,859,0,-88.6751,39.508
860,1,860,0,-87.5481,40.0089
861,1,861,0,-74.8036,42.119
862,1,862,0,-72.9501,43.6481
863,1,863,0,-85.637,45.121
864,1,864,0,-79.568,42.2648
865,1,865,0,-73.181,43.6013
866,1,866,0,-70.7839,41.6658
867,1,867,0,-73.477,42.6764
868,1,868,0,-86.403,39.4938
869,1,869,0,-78.6454,42.7714
870,1,870,0,-75.2646,44.3448
871,1,871,0,-85.6577,41.9034
872,1,872,0,-94.5334,34.7752
873,1,873,0,-72.7011,41.5847
874,1,874,0,-91.1869,46.3505
875,1,875,0,-88.3548,42.9953
876,1,876,0,-91.2681,46.401
877,1,877,0,-72.6179,42.2673
878,1,878,0,-79.0566,43.107
879,1,879,0,-72.9174,44.3602
880,1,880,0,-73.2995,44.8794
881,1,881,0,-89.0364,37.2692
882,1,882,0,-78.2437,39.6196
883,1,883,0,-87.6963,41.4587
884,1,884,0,-76.9812,39.029
885,1,885,0,-84.8291,45.3547
886,1,886,0,-90.717,38.5892
887,1,887,0,-81.0949,40.8254
888,1,888,0,-90.7314,38.6842
889,1,889,0,-90.3167,37.8864
890,1,890,0,-83.81,35.2192
891,1,891,0,-74.4086,41.5142
892,1,892,0,-76.718,39.1915
893,1,893,1,-77.7389,39.3254
894,1,894,0,-93.9647,31.5375
895,1,895,0,-94.0097,31.5333
896,1,896,0,-94.1839,30.8019
897,1,897,0,-92.4032,34.7652
898,1,898,0,-92.3843,34.7939
899,1,899,0,-86.0549,43.2996
900,1,900,0,-76.4198,43.0374
901,1,901,0,-78.5704,35.7701
902,1,902,0,-72.4428,43.3592
903,1,903,0,-84.5283,45.9885
904,1,904,0,-86.6449,46.5078
905,1,905,0,-73.6394,44.1514
906,1,906,0,-72.0947,42.2395
907,1,907,0,-72.1142,44.0088
908,1,908,0,-72.8733,42.8702
909,1,909,0,-79.4112,42.1732
910,1,910,0,-77.9771,39.1581
911,1,911,0,-78.1851,39.0728
912,1,912,0,-78.3627,38.5969
913,1,913,0,-73.004,44.5559
914,1,914,0,-88.1295,43.4782
915,1,915,0,-92.3492,46.6492
916,1,916,0,-74.0663,41.1466
917,1,917,0,-71.8907,42.6603
918,1,918,0,-92.1147,45.6339
919,1,919,0,-76.6299,39.5055
920,1,920,0,-79.7509,41.2317
921,1,921,0,-75.4213,40.0236
922,1,922,0,-83.9292,35.3587
923,1,923,0,-86.2206,39.2361
924,1,924,0,-70.4855,43.589
925,1,925,0,-85.9283,44.4744
926,1,926,0,-72.3945,43.1473
927,1,927,0,-72.4639,44.6241
928,1,928,0,-73.8289,42.2736
929,1,929,0,-88.8494,33.7861
930,1,930,0,-89.5257,34.3623
931,1,931,0,-68.1328,44.5799
932,1,932,0,-87.9418,45.7592
933,1,933,0,-72.9424,44.5176
934,1,934,1,-81.538,41.5471
935,1,935,0,-71.1038,44.0427
936,1,936,0,-87.2401,45.0761
937,1,937,0,-85.54,43.2121
938,1,938,0,-86.1032,35.4912
939,1,939,0,-88.0242,43.368
940,1,940,0,-72.8672,45.0007
941,1,941,0,-84.5598,38.9677
942,1,942,0,-82.3885,35.7996
943,1,943,0,-82.8142,40.0893
944,1,944,0,-70.9465,42.2338
945,1,945,0,-72.8126,41.5127
946,1,946,0,-75.2055,43.3982
947,1,947,0,-82.1874,39.239
948,1,948,0,-84.3171,33.8034
949,1,949,0,-72.3616,44.5128
950,1,950,0,-93.7733,46.9301
951,1,951,0,-79.8015,39.6363
952,1,952,0,-111,41
953,1,953,0,-89.9192,43.49
954,1,954,0,-84.2273,33.4413
955,1,955,0,-84.5926,39.2334
956,1,956,0,-78.366,38.6027
957,1,957,0,-70.8909,43.1795
958,1,958,0,-72.6386,41.2857
959,1,959,0,-76.54,42.2678
960,1,960,0,-74.029,41.5716
961,1,961,0,-90.4619,38.8979
962,1,962,0,-121.1071,45.1543
963,1,963,0,-72.4891,43.79
964,1,964,0,-71.1844,42.2443
965,1,965,0,-76.9836,38.5305
966,1,966,0,-73.0647,44.7041
967,1,967,0,-72.6651,43.4759
968,1,968,0,-78.7187,42.8857
969,1,969,0,-69.8358,44.4709
970,1,970,0,-77.368,38.9799
971,1,971,0,-81.9385,35.9189
972,1,972,0,-90.6636,42.9828
973,1,973,0,-95.8744,38.1317
974,1,974,0,-90.15,38.36
975,1,975,0,-93.952,46.9328
976,1,976,0,-73.3309,43.8841
977,1,977,0,-76.3179,42.4578
978,1,978,0,-68.4916,44.7549
979,1,979,0,-71.0042,42.0588
980,1,980,0,-93.3039,44.9295
981,1,981,0,-87.8992,42.2145
982,1,982,0,-93.4437,30.865
983,1,983,0,-93.8528,31.4925
984,1,984,0,-93.7464,31.3461
985,1,985,0,-93.8361,31.5833
986,1,986,0,-87.658,37.495
987,1,987,0,-86.3739,39.0205
988,1,988,0,-78.8957,41.7884
989,1,989,0,-70.8641,44.5777
990,1,990,0,-74.4795,42.0733
991,1,991,0,-94.3736,30.7958
992,1,992,0,-93.8439,31.6028
993,1,993,0,-87.9542,43.3624
994,1,994,0,-88.2106,43.5059
995,1,995,0,-87.8646,42.807
996,1,996,0,-88.1691,43.6082
997,1,997,0,-89.971,45.8929
998,1,998,0,-91.1979,45.2766
999,1,999,0,-89.1369,44.2214
1000,1,1000,0,-88.531,43.465
1001,1,1001,0,-88.83,44.68
1002,1,1002,0,-87.8401,42.6739
1003,1,1003,0,-88.6957,42.7975
1004,1,1004,0,-86.3,41.95
1005,1,1005,0,-88.0092,43.4318
1006,1,1006,0,-89.3341,42.0385
1007,1,1007,0,-68.098,44.8579
1008,1,1008,0,-74.1425,43.8438
1009,1,1009,0,-72.7,43.3833
1010,1,1010,0,-72.8496,44.3627
1011,1,1011,0,-85.6831,45.088
1012,1,1012,0,-87.1581,46.2837
1013,1,1013,0,-76.307,42.5048
1014,1,1014,0,-83.9918,39.6346
1015,1,1015,0,-94.0432,44.164
1016,1,1016,0,-92.4085,45.6068
1017,1,1017,0,-90.6472,46.3656
1018,1,1018,0,-87.6375,38.0601
1019,1,1019,0,-72.2094,44.4864
1020,1,1020,0,-79.7817,40.5325
1021,1,1021,0,-73.1876,42.7487
1022,1,1022,0,-90.3805,38.5422
1023,1,1023,0,-91.8275,47.9055
1024,1,1024,0,-71.8568,43.707
1025,1,1025,1,-80.4193,37.2247
1026,1,1026,0,-84.7952,43.0822
1027,1,1027,0,-84.084,39.3343
1028,1,1028,0,-72.9058,42.9698
1029,1,1029,0,-88.2356,41.3887
1030,1,1030,0,-81.9763,41.0054
1031,1,1031,0,-87.2345,45.1616
1032,1,1032,0,-72.7431,42.8453
1033,1,1033,0,-73.8383,41.1085
1034,1,1034,0,-72.5762,43.594
1035,1,1035,0,-70.3513,44.7278
1036,1,1036,0,-85.8354,38.1043
1037,1,1037,0,-81.2594,41.6452
1038,1,1038,0,-87.4239,46.5339
1039,1,1039,0,-95.2529,47.2255
1040,1,1040,0,-72.7191,44.0591
1041,1,1041,0,-71.2185,42.1116
1042,1,1042,0,-83.9727,42.4663
1043,1,1043,0,-78.3769,39.752
1044,1,1044,0,-70.3006,43.7644
1045,1,1045,0,-75.8166,40.7625
1046,1,1046,0,-92.1092,46.8168
1047,1,1047,0,-93.2577,46.7641
1048,1,1048,0,-72.1714,44.1982
1049,1,1049,0,-78.6619,42.0448
1050,1,1050,0,-73.065,42.9241
1051,1,1051,0,-89.988,35.1465
1052,1,1052,0,-81.6592,41.4374
1053,1,1053,0,-73.9283,42.8186
1054,1,1054,0,-86.4354,46.4465
1055,1,1055,0,-84.143,39.0147
1056,1,1056,0,-85.4716,43.2212
1057,1,1057,0,-86.303,35.8565
1058,1,1058,0,-86.616,46.2366
1059,1,1059,0,-84.6838,45.4213
1060,1,1060,0,-82.3774,40.2415
1061,1,1061,0,-89.7963,43.3946
1062,1,1062,0,-78.0134,42.9923
1063,1,1063,0,-82.5552,40.7003
1064,1,1064,0,-84.3043,35.8827
1065,1,1065,0,-90.8748,46.686
1066,1,1066,0,-85.5785,38.0923
1067,1,1067,1,-88.0401,42.1154
1068,1,1068,0,-83.7569,46.0599
1069,1,1069,0,-78.7513,42.7017
1070,1,1070,1,-75.9744,40.8023
1071,1,1071,0,-89.2667,37.4969
1072,1,1072,0,-76.3735,42.3911
1073,1,1073,0,-73.762,43.862
1074,1,1074,0,-84.8526,38.2826
1075,1,1075,0,-74.0755,44.0708
1076,1,1076,0,-86.9214,46.038
1077,1,1077,0,-75.4432,40.1221
1078,1,1078,0,-72.6114,43.5449
1079,1,1079,0,-80.2979,36.874
1080,1,1080,0,-85.6933,40.8142
1081,1,1081,0,-79.2593,41.8364
1082,1,1082,1,-81.4858,41.3047
1083,1,1083,0,-80.6995,40.9745
1084,1,1084,0,-83.1271,39.4158
1085,1,1085,0,-85.897,35.2024
1086,1,1086,0,-82.81,39.9362
1087,1,1087,0,-70.0729,43.8301
1088,1,1088,0,-72.6057,41.4015
1089,1,1089,0,-73.335,40.9152
1090,1,1090,0,-83.5888,35.9619
1091,1,1091,0,-85.353,37.091
1092,1,1092,0,-88.8541,41.5395
1093,1,1093,0,-77.7094,39.5381
1094,1,1094,0,-73.7908,41.2531
1095,1,1095,0,-79.17,42.0204
1096,1,1096,0,-86.7242,36.1669
1097,1,1097,1,-77.4488,37.5359
1098,1,1098,0,-72.2063,45.0048
1099,1,1099,0,-73.214,40.892
1100,1,1100,1,-93.099,44.8978
1101,1,1101,0,-82.2261,39.4019
1102,1,1102,0,-77.5653,37.6341
1103,1,1103,0,-73.1903,42.6356
1104,1,1104,0,-86.4982,46.3309
1105,1,1105,0,-87.8286,41.8953
1106,1,1106,0,-81.183,41.658
1107,1,1107,0,-83.9272,35.9396
1108,1,1108,0,-76.5976,40.421
1109,1,1109,0,-72.0686,42.1477
1110,1,1110,0,-83.6155,41.3504
1111,1,1111,0,-71.4519,43.0359
1112,1,1112,0,-84.9091,37.9559
1113,1,1113,0,-82.0362,35.7297
1114,1,1114,0,-92.3084,45.6352
1115,1,1115,0,-73.8311,44.433
1116,1,1116,0,-73.8249,41.3603
1117,1,1117,0,-87.8231,42.1417
1118,1,1118,0,-81.7703,41.2141
1119,1,1119,0,-75.2501,39.9527
1120,1,1120,0,-73.191,44.5897
1121,1,1121,0,-70.9293,42.4876
1122,1,1122,0,-84.5836,39.4366
1123,1,1123,0,-95.0875,38.0161
1124,1,1124,0,-72.7737,44.3964
1125,1,1125,0,-69.0893,44.2529
1126,1,1126,0,-93.0947,35.7539
1127,1,1127,0,-72.8699,41.3983
1128,1,1128,0,-91.0354,46.8957
1129,1,1129,0,-78.4645,42.5177
1130,1,1130,0,-88.2679,42.065
1131,1,1131,0,-82.4991,35.9282
1132,1,1132,0,-88.2018,41.8453
1133,1,1133,0,-71.967,42.6113
1134,1,1134,0,-72.5142,44.6406
1135,1,1135,0,-94.4898,44.3355
1136,1,1136,0,-78.3941,38.4868
1137,1,1137,0,-90.0157,35.3628
1138,1,1138,1,-86.5388,39.1426
1139,1,1139,0,-73.0393,43.4502
1140,1,1140,0,-74.456,40.8011
1141,1,1141,0,-91.589,43.6444
1142,1,1142,0,-82.0674,39.5428
1143,1,1143,0,-78.1939,38.8907
1144,1,1144,0,-83.8863,42.326
1145,1,1145,0,-88.0319,46.6597
1146,1,1146,0,-74.4797,42.2155
1147,1,1147,0,-73.1805,43.02
1148,1,1148,0,-79.5581,38.9896
1149,1,1149,0,-74.3375,44.2299
1150,1,1150,0,-72.3607,44.0439
1151,1,1151,0,-91.0793,47.493
1152,1,1152,0,-91.282,47.4247
1153,1,1153,0,-79.3393,42.4407
1154,1,1154,0,-78.7345,42.0606
1155,1,1155,0,-73.3588,43.6896
1156,1,1156,0,-89.514,45.7769
1157,1,1157,0,-84.3698,38.8902
1158,1,1158,0,-82.2565,39.3451
1159,1,1159,0,-85.4183,40.1993
1160,1,1160,0,-82.8494,35.3696
1161,1,1161,0,-82.3593,35.7498
1162,1,1162,0,-77.5945,42.6705
1163,1,1163,0,-68.4123,44.9048
1164,1,1164,0,-75.1756,44.5966
1165,1,1165,0,-89.6353,40.7784
1166,1,1166,0,-86.6505,36.1884
1167,1,1167,0,-74.1795,40.3634
1168,1,1168,0,-92.4547,45.3773
1169,1,1169,0,-87.107,34.908
1170,1,1170,0,-79.0021,39.7046
1171,1,1171,0,-72.5515,44.7734
1172,1,1172,0,-73.0101,43.2764
1173,1,1173,1,-77.1421,39.0755
1174,1,1174,0,-73.5676,40.8699
1175,1,1175,0,-77.7295,39.2894
1176,1,1176,0,-88.999,35.9557
1177,1,1177,0,-86.2998,35.9633
1178,1,1178,0,-84.5187,42.7092
1179,1,1179,0,-88.3924,42.8156
1180,1,1180,0,-75.1015,40.7468
1181,1,1181,0,-83.862,39.7867
1182,1,1182,0,-72.0353,43.5789
1183,1,1183,0,-73.1078,43.1649
1184,1,1184,0,-74.4265,41.1924
1185,1,1185,0,-70.4172,43.7333
1186,1,1186,0,-84.6989,34.8851
1187,1,1187,0,-73.2075,41.258
1188,1,1188,0,-71.2766,42.9991
1189,1,1189,1,-74.9343,39.908
1190,1,1190,0,-85.6478,37.9119
1191,1,1191,0,-72.5371,44.5394
1192,1,1192,0,-72.7926,43.6908
1193,1,1193,0,-73.7064,42.0989
1194,1,1194,0,-85.9875,46.6732
1195,1,1195,0,-80.3184,37.1892
1196,1,1196,0,-84.5939,42.6007
1197,1,1197,0,-87.0771,46.3822
1198,1,1198,0,-85.5272,38.118
1199,1,1199,0,-74.5418,40.7631
1200,1,1200,0,-78.7064,38.6175
1201,1,1201,0,-77.9159,42.7311
1202,1,1202,0,-70.2429,43.7048
1203,1,1203,0,-89.55,46.8346
1204,1,1204,0,-76.4779,42.4509
1205,1,1205,0,-90.5376,38.5362
1206,1,1206,0,-75.0717,40.0893
1207,1,1207,0,-72.2682,44.5451
1208,1,1208,0,-83.1556,35.5032
1209,1,1209,0,-84.1012,38.9868
1210,1,1210,0,-88.067,36.799
1211,1,1211,0,-78.8957,42.4205
1212,1,1212,0,-73.6526,42.7373
1213,1,1213,0,-72.6068,44.5609
1214,1,1214,0,-84.4435,37.493
1215,1,1215,0,-86.2528,39.8744
1216,1,1216,0,-72.963,44.0686
1217,1,1217,0,-72.6316,44.0515
1218,1,1218,0,-81.7528,41.4145
1219,1,1219,0,-93.2084,44.4037
1220,1,1220,0,-86.0121,39.8755
1221,1,1221,0,-72.4469,42.9708
1222,1,1222,0,-94.5272,47.5412
1223,1,1223,0,-89.6736,46.3592
1224,1,1224,0,-74.8256,40.9638
1225,1,1225,0,-72.9617,43.2231
1226,1,1226,0,-73.1361,42.0275
1227,1,1227,0,-88.9224,37.3616
1228,1,1228,0,-73.5372,41.4057
1229,1,1229,0,-84.2526,39.1308
1230,1,1230,0,-85.8704,38.2568
1231,1,1231,0,-83.5287,38.8128
1232,1,1232,0,-72.6272,42.7931
1233,1,1233,0,-80.8111,40.9471
1234,1,1234,0,-72.1313,43.0828
1235,1,1235,0,-80.3629,42.0113
1236,1,1236,0,-83.6946,45.2671
1237,1,1237,0,-74.4724,40.6128
1238,1,1238,0,-77.6261,40.6938
1239,1,1239,0,-71.8784,43.6495
1240,1,1240,0,-79.389,39.088
1241,1,1241,0,-89.6224,46.8178
1242,1,1242,0,-73.4535,41.3792
1243,1,1243,0,-80.9666,41.1716
1244,1,1244,0,-81.9684,41.459
1245,1,1245,0,-88.1911,36.9439
1246,1,1246,1,-77.9485,43.2006
1247,1,1247,0,-94.8868,39.3934
1248,1,1248,1,-81.6824,40.9984
1249,1,1249,0,-72.0821,41.7753
1250,1,1250,0,-72.9314,45.0129
1251,1,1251,0,-84.1453,39.9172
1252,1,1252,0,-72.5219,43.7041
1253,1,1253,0,-79.8728,40.1174
1254,1,1254,0,-72.2178,41.684
1255,1,1255,0,-79.4046,42.354
1256,1,1256,0,-78.0376,42.588
1257,1,1257,0,-88.5844,42.9797
1258,1,1258,1,-81.6768,36.2114
1259,1,1259,0,-72.7537,43.8537
1260,1,1260,0,-72.711,43.7659
1261,1,1261,0,-88.9889,42.345
1262,1,1262,0,-72.7089,41.7112
1263,1,1263,0,-69.152,44.233
1264,1,1264,0,-87.1897,46.4342
1265,1,1265,0,-71.3651,42.5314
1266,1,1266,0,-79.7206,38.9411
1267,1,1267,0,-73.4515,41.2607
1268,1,1268,0,-73.2513,42.9269
1269,1,1269,1,-77.2653,38.9012
1270,1,1270,0,-85.2242,35.2237
1271,1,1271,0,-72.6423,43.751
1272,1,1272,0,-86.886,46.4469
1273,1,1273,0,-78.3003,36.1543
1274,1,1274,0,-87.9867,43.0471
1275,1,1275,0,-82.5041,35.5825
1276,1,1276,0,-77.6948,39.1127
1277,1,1277,0,-80.0168,42.0909
1278,1,1278,0,-84.3616,37.9022
1279,1,1279,0,-85.5949,36.0439
1280,1,1280,0,-84.9538,44.8243
1281,1,1281,0,-83.1779,35.817
1282,1,1282,0,-72.5868,42.919
1283,1,1283,0,-84.7244,40.2163
1284,1,1284,0,-93.8216,46.3465
1285,1,1285,0,-81.5228,40.9411
1286,1,1286,0,-82.9218,34.8252
1287,1,1287,0,-73.2808,43.287
1288,1,1288,0,-89.1885,37.5955
1289,1,1289,0,-88.6038,47.1367
1290,1,1290,0,-70.8713,42.6146
1291,1,1291,0,-72.3256,42.138
1292,1,1292,0,-81.4005,39.9282
1293,1,1293,0,-93.8789,44.5324
1294,1,1294,0,-68.0376,44.6038
1295,1,1295,0,-78.0706,39.3189
1296,1,1296,0,-76.3478,42.966
1297,1,1297,0,-72.608,43.9978
1298,1,1298,0,-72.8972,44.43
1299,1,1299,0,-79.7973,39.4929
1300,1,1300,0,-84.0086,39.5014
1301,1,1301,0,-85.1818,41.979
1302,1,1302,0,-89.0051,43.174
1303,1,1303,0,-80.5662,37.1328
1304,1,1304,0,-78.6956,42.6948
1305,1,1305,0,-73.5125,40.6855
1306,1,1306,0,-72.5039,41.6932
1307,1,1307,0,-85.1808,45.3504
1308,1,1308,0,-72.7989,43.8796
1309,1,1309,0,-89.4818,42.6853
1310,1,1310,0,-89.6232,46.7955
1311,1,1311,0,-93.1969,44.943
1312,1,1312,0,-77.4526,43.1714
1313,1,1313,0,-83.3635,39.2236
1314,1,1314,0,-86.5833,36.0896
1315,1,1315,0,-94.3487,36.5046
1316,1,1316,0,-72.692,44.8896
1317,1,1317,0,-81.319,41.4386
1318,1,1318,0,-73.1982,42.3594
1319,1,1319,0,-76.9302,38.9879
1320,1,1320,0,-86.3142,36.0534
1321,1,1321,0,-71.339,43.9973
1322,1,1322,0,-85.4474,44.2453
1323,1,1323,0,-86.9908,46.1964
1324,1,1324,0,-87.7886,46.4729
1325,1,1325,0,-81.8143,36.0916
1326,1,1326,0,-85.5588,45.7144
1327,1,1327,0,-81.5576,41.0947
1328,1,1328,0,-72.8555,43.7793
1329,1,1329,0,-73.3525,42.0565
1330,1,1330,0,-79.5768,42.3054
1331,1,1331,0,-72.9094,44.7051
1332,1,1332,0,-73.1767,43.7827
1333,1,1333,0,-72.92,43.7542
1334,1,1334,0,-86.0502,39.4764
1335,1,1335,0,-77.6471,37.507
1336,1,1336,0,-74.1823,40.8944
1337,1,1337,0,-92.1141,46.083
1338,1,1338,0,-74.6013,40.6198
1339,1,1339,0,-85.184,36.5824
1340,1,1340,0,-84.2317,39.0606
1341,1,1341,0,-79.9473,40.5317
1342,1,1342,0,-87.3445,44.7362
1343,1,1343,0,-72.3625,44.6823
1344,1,1344,0,-81.2498,41.4122
1345,1,1345,0,-73.9957,44.243
1346,1,1346,0,-83.0763,35.5834
1347,1,1347,0,-88.9469,43.0608
1348,1,1348,0,-73.1102,42.8415
1349,1,1349,0,-84.0282,45.4071
1350,1,1350,0,-73.2435,41.7923
1351,1,1351,0,-83.1579,35.1986
1352,1,1352,0,-73.2525,44.2698
1353,1,1353,0,-72.2094,43.3911
1354,1,1354,0,-83.4289,41.6412
1355,1,1355,0,-77.0868,38.7119
1356,1,1356,0,-79.1218,39.502
1357,1,1357,0,-73.2925,43.7349
1358,1,1358,0,-88.6458,40.0046
1359,1,1359,0,-73.1994,44.9488
1360,1,1360,0,-72.8443,43.9078
1361,1,1361,0,-90.9261,39.0111
1362,1,1362,0,-76.6954,41.4454
1363,1,1363,0,-81.5193,36.6333
1364,1,1364,0,-87.4019,37.9627
1365,1,1365,0,-71.8077,44.9294
1366,1,1366,0,-79.9386,40.372
1367,1,1367,0,-71.718,44.6794
1368,1,1368,0,-78.7757,40.348
1369,1,1369,0,-81.7969,41.0492
1370,1,1370,0,-73.6667,41.9229
1371,1,1371,1,-78.4082,40.5392
1372,1,1372,0,-81.3463,40.6669
1373,1,1373,0,-80.72,35.4084
1374,1,1374,0,-86.3147,39.8061
1375,1,1375,0,-72.4081,43.0775
1376,1,1376,0,-71.6989,44.1405
1377,1,1377,0,-90.7914,46.9706
1378,1,1378,0,-81.8114,41.1439
1379,1,1379,0,-89.6698,46.0464
1380,1,1380,0,-83.4469,41.0402
1381,1,1381,0,-70.0997,43.8618
1382,1,1382,0,-80.0317,40.6197
1383,1,1383,0,-73.3751,41.894
1384,1,1384,0,-84.3524,38.7912
1385,1,1385,0,-70.6844,44.385
1386,1,1386,0,-74.2949,44.6688
1387,1,1387,0,-70.5035,43.531
1388,1,1388,0,-82.3174,40.8554
1389,1,1389,0,-79.9571,39.5975
1390,1,1390,0,-84.7235,39.1853
1391,1,1391,0,-72.5705,44.1892
1392,1,1392,0,-89.3285,45.0039
1393,1,1393,0,-87.1684,45.1641
1394,1,1394,0,-93.1246,41.3135
1395,1,1395,0,-86.1178,42.8881
1396,1,1396,0,-74.2354,40.8086
1397,1,1397,0,-80.4053,37.3009
1398,1,1398,0,-84.9568,46.4746
1399,1,1399,0,-83.2171,41.1204
1400,1,1400,0,-73.0246,42.3492
1401,1,1401,0,-83.8879,45.4655
1402,1,1402,0,-88.3207,41.8208
1403,1,1403,0,-88.2796,45.8214
1404,1,1404,0,-88.2299,43.3844
1405,1,1405,1,-82.7535,39.8842
1406,1,1406,0,-73.4043,42.342
1407,1,1407,0,-77.277,38.8522
1408,1,1408,0,-80.313,38.9601
1409,1,1409,0,-83.9345,36.2507
1410,1,1410,0,-72.9512,43.0465
1411,1,1411,0,-90.8703,43.7374
1412,1,1412,0,-74.0348,42.1941
1413,1,1413,0,-85.7228,42.2795
1414,1,1414,0,-72.298,41.8917
1415,1,1415,0,-76.5039,41.5708
1416,1,1416,0,-75.905,43.698
1417,1,1417,0,-80.1901,42.0047
1418,1,1418,0,-83.5295,42.4352
1419,1,1419,0,-92.8166,44.7702
1420,1,1420,0,-89.6934,38.7709
1421,1,1421,0,-83.5739,39.6369
1422,1,1422,0,-92.1305,45.4845
1423,1,1423,0,-81.2427,41.2637
1424,1,1424,0,-86.0899,34.9809
1425,1,1425,0,-92.5286,47.5785
1426,1,1426,0,-90.0274,43.6824
1427,1,1427,0,-82.5413,39.4342
1428,1,1428,0,-86.5326,35.7832
1429,1,1429,0,-69.5906,45.2844
1430,1,1430,0,-79.5959,42.3356
1431,1,1431,0,-88.87,46.6594
1432,1,1432,0,-79.3401,39.1769
1433,1,1433,0,-79.4669,42.2115
1434,1,1434,0,-81.2336,41.7301
1435,1,1435,0,-68.7307,45.3966
1436,1,1436,0,-76.6472,42.5376
1437,1,1437,0,-73.3585,42.205
1438,1,1438,0,-70.8634,42.0714
1439,1,1439,0,-72.5946,44.744
1440,1,1440,0,-74.7658,40.3493
1441,1,1441,0,-86.0611,39.953
